"ahh","pdb","amh","rata.sekolah","kode","grup"
68.85,632.98,89.23,7.61,"Kab. Barru2010","baik"
69.05,635.74,89.25,7.62,"Kab. Barru2011","baik"
69.24,638.45,89.31,7.87,"Kab. Barru2012","baik"
67.9,610.28,80.73,5.6,"Kab. Bone2004","tidak baik"
67.99,621.2,81.3,5.67,"Kab. Bone2005","tidak baik"
68.2,624.62,84.78,6.21,"Kab. Bone2006","tidak baik"
68.59,628.5,84.78,6.21,"Kab. Bone2007","tidak baik"
68.96,633.9,84.78,6.21,"Kab. Bone2008","tidak baik"
69.35,638.01,84.85,6.38,"Kab. Bone2009","tidak baik"
69.73,639.16,84.86,6.7,"Kab. Bone2010","baik"
70,640.31,86.41,6.72,"Kab. Bone2011","baik"
70.26,643.23,87.88,6.72,"Kab. Bone2012","baik"
71.1,617.54,82.28,6.28,"Kab. Soppeng2004","tidak baik"
71.15,620.65,83.11,6.45,"Kab. Soppeng2005","tidak baik"
71.2,622.79,83.56,6.54,"Kab. Soppeng2006","tidak baik"
71.3,628.3,84.59,6.85,"Kab. Soppeng2007","baik"
71.42,633.89,84.59,6.85,"Kab. Soppeng2008","baik"
71.52,636.96,85.08,6.98,"Kab. Soppeng2009","baik"
71.63,637.16,86.67,7.25,"Kab. Soppeng2010","baik"
71.74,640.46,86.71,7.28,"Kab. Soppeng2011","baik"
71.85,643.2,86.99,7.29,"Kab. Soppeng2012","baik"
68.1,610.87,80.14,5.69,"Kab. Wajo2004","tidak baik"
68.62,621.51,80.11,5.8,"Kab. Wajo2005","tidak baik"
68.8,624.33,80.11,5.8,"Kab. Wajo2006","tidak baik"
69.54,630.71,81.68,5.8,"Kab. Wajo2007","tidak baik"
69.86,636.25,81.97,5.8,"Kab. Wajo2008","tidak baik"
70.4,637.22,82.69,6.06,"Kab. Wajo2009","tidak baik"
70.94,639.49,83.53,6.22,"Kab. Wajo2010","baik"
71.37,640.11,84.97,6.51,"Kab. Wajo2011","baik"
71.79,644.4,84.99,6.6,"Kab. Wajo2012","baik"
69.7,614.21,85.91,7.04,"Kab. Sidenreng Rappang2004","tidak baik"
69.71,618.13,86.6,7.22,"Kab. Sidenreng Rappang2005","tidak baik"
70.8,619.17,86.6,7.2,"Kab. Sidenreng Rappang2006","tidak baik"
71.42,621.67,89.52,7.2,"Kab. Sidenreng Rappang2007","baik"
71.65,627.36,89.52,7.2,"Kab. Sidenreng Rappang2008","baik"
72.07,627.99,89.57,7.24,"Kab. Sidenreng Rappang2009","baik"
72.5,628.61,89.63,7.25,"Kab. Sidenreng Rappang2010","baik"
72.81,630.64,89.77,7.27,"Kab. Sidenreng Rappang2011","baik"
73.12,634.02,89.9,7.48,"Kab. Sidenreng Rappang2012","baik"
70.1,609.6,88.36,6.78,"Kab. Pinrang2004","tidak baik"
70.56,621.06,89.1,6.9,"Kab. Pinrang2005","baik"
70.7,622.75,89.1,6.88,"Kab. Pinrang2006","baik"
71.23,630.6,89.1,6.88,"Kab. Pinrang2007","baik"
71.38,635.82,89.1,6.88,"Kab. Pinrang2008","baik"
71.72,637.37,89.74,7.22,"Kab. Pinrang2009","baik"
72.06,638.49,89.9,7.61,"Kab. Pinrang2010","baik"
72.28,639.83,91.48,7.62,"Kab. Pinrang2011","baik"
72.5,643.01,91.63,7.89,"Kab. Pinrang2012","baik"
72.7,614.25,83.45,7.08,"Kab. Enrekang2004","tidak baik"
72.73,617.17,84.16,7.23,"Kab. Enrekang2005","baik"
73.7,617.79,85.27,7.45,"Kab. Enrekang2006","baik"
74.25,619.42,89.76,8.14,"Kab. Enrekang2007","baik"
74.34,624.45,89.76,8.14,"Kab. Enrekang2008","baik"
74.66,624.74,90.44,8.25,"Kab. Enrekang2009","baik"
74.99,626.63,90.44,8.3,"Kab. Enrekang2010","baik"
75.19,628.53,90.49,8.32,"Kab. Enrekang2011","baik"
75.39,630.59,91.26,8.34,"Kab. Enrekang2012","baik"
71.8,616.67,91.1,7.55,"Kab. Luwu2004","baik"
71.83,617.01,91.47,7.67,"Kab. Luwu2005","baik"
71.9,619.56,91.47,7.7,"Kab. Luwu2006","baik"
72.55,619.8,91.47,7.7,"Kab. Luwu2007","baik"
72.8,624.5,91.47,7.7,"Kab. Luwu2008","baik"
73.25,629.25,91.48,7.71,"Kab. Luwu2009","baik"
73.7,630.71,91.48,7.74,"Kab. Luwu2010","baik"
74.04,633.08,91.63,7.8,"Kab. Luwu2011","baik"
74.14,635.46,91.7,7.81,"Kab. Luwu2012","baik"
73.9,592.35,83.57,7.17,"Kab. Tana Toraja2004","tidak baik"
73.91,595.79,83.8,7.39,"Kab. Tana Toraja2005","tidak baik"
74,597.95,83.8,7.43,"Kab. Tana Toraja2006","tidak baik"
74.06,604.05,83.8,7.43,"Kab. Tana Toraja2007","baik"
74.09,608.62,84.96,7.43,"Kab. Tana Toraja2008","baik"
74.13,614.14,85.45,7.46,"Kab. Tana Toraja2009","baik"
74.17,614.99,86.28,7.7,"Kab. Tana Toraja2010","baik"
74.22,615.84,87.76,7.74,"Kab. Tana Toraja2011","baik"
74.26,619.27,88.94,7.83,"Kab. Tana Toraja2012","baik"
70.3,628.87,90.51,6.91,"Kab. Luwu Utara2004","baik"
70.51,632.2,90.5,7,"Kab. Luwu Utara2005","baik"
70.7,634.89,91.13,7,"Kab. Luwu Utara2006","baik"
70.91,637.85,92.03,7,"Kab. Luwu Utara2007","baik"
71.13,644.13,92.03,7,"Kab. Luwu Utara2008","baik"
71.34,648.64,92.05,7.04,"Kab. Luwu Utara2009","baik"
71.56,650.85,92.36,7.46,"Kab. Luwu Utara2010","baik"
71.68,653.06,92.86,7.49,"Kab. Luwu Utara2011","baik"
71.81,655.38,92.99,7.49,"Kab. Luwu Utara2012","baik"
70.1,606.5,90.1,6.7,"Kab. Luwu Timur2004","tidak baik"
70.31,608.07,90.1,6.9,"Kab. Luwu Timur2005","tidak baik"
70.5,612.81,92.08,7.39,"Kab. Luwu Timur2006","baik"
70.61,620.99,93.13,7.47,"Kab. Luwu Timur2007","baik"
70.72,620.99,93.13,7.47,"Kab. Luwu Timur2008","baik"
70.84,624.35,93.24,7.75,"Kab. Luwu Timur2009","baik"
70.95,626.03,93.24,8.17,"Kab. Luwu Timur2010","baik"
71.06,629.17,93.28,8.18,"Kab. Luwu Timur2011","baik"
71.29,632.76,93.43,8.19,"Kab. Luwu Timur2012","baik"
73.45,593.87,82.26,7.02,"Kab. Toraja Utara2008","tidak baik"
73.49,597.86,83.03,7.03,"Kab. Toraja Utara2009","tidak baik"
73.54,601.89,83.8,7.22,"Kab. Toraja Utara2010","tidak baik"
73.58,604.71,83.83,7.67,"Kab. Toraja Utara2011","baik"
73.62,608.39,85.85,7.86,"Kab. Toraja Utara2012","baik"
71.9,636.3,95.66,10.28,"Kota Makassar2004","baik"
71.95,637.01,96.25,10.47,"Kota Makassar2005","baik"
72.2,638.92,96.25,10.5,"Kota Makassar2006","baik"
72.75,639.83,96.62,10.5,"Kota Makassar2007","baik"
72.89,646.37,96.62,10.5,"Kota Makassar2008","baik"
73.24,646.96,96.68,10.6,"Kota Makassar2009","baik"
73.59,649.12,96.79,10.82,"Kota Makassar2010","baik"
73.82,651.28,96.82,10.85,"Kota Makassar2011","baik"
74.05,654.25,96.88,10.86,"Kota Makassar2012","baik"
72.7,628.27,92.96,8.79,"Kota Parepare2004","baik"
72.72,630.11,93.46,8.91,"Kota Parepare2005","baik"
72.9,631.05,95.13,9.32,"Kota Parepare2006","baik"
73.56,634.12,96.2,9.45,"Kota Parepare2007","baik"
73.58,639.61,96.49,9.45,"Kota Parepare2008","baik"
73.92,640.04,97.06,9.63,"Kota Parepare2009","baik"
74.27,641.55,97.16,9.63,"Kota Parepare2010","baik"
74.49,644.04,97.17,9.76,"Kota Parepare2011","baik"
74.71,646.4,97.33,9.88,"Kota Parepare2012","baik"
70.9,616.77,96.71,8.99,"Kota Palopo2004","baik"
70.92,618.39,97.3,9.1,"Kota Palopo2005","baik"
71.6,621.4,97.3,9.18,"Kota Palopo2006","baik"
72.02,625.79,97.3,9.66,"Kota Palopo2007","baik"
72.03,631.24,97.3,9.66,"Kota Palopo2008","baik"
72.25,633.02,97.32,9.73,"Kota Palopo2009","baik"
72.47,634.17,97.33,10.03,"Kota Palopo2010","baik"
72.59,637.12,97.34,10.04,"Kota Palopo2011","baik"
72.72,640.3,97.43,10.16,"Kota Palopo2012","baik"
66.8,588.92,85.1,5.95,"Kab. Buton2004","tidak baik"
67.1,596.46,85.72,6.1,"Kab. Buton2005","tidak baik"
67.2,615.97,85.72,6.1,"Kab. Buton2006","tidak baik"
67.55,617.98,85.72,6.1,"Kab. Buton2007","tidak baik"
67.89,623.5,85.72,6.27,"Kab. Buton2008","tidak baik"
68.23,624.09,85.72,6.52,"Kab. Buton2009","tidak baik"
68.58,624.45,86.57,6.72,"Kab. Buton2010","tidak baik"
68.93,626.92,86.6,6.93,"Kab. Buton2011","tidak baik"
69.28,631.14,86.62,7.04,"Kab. Buton2012","tidak baik"
65,593.3,84.68,6.89,"Kab. Muna2004","tidak baik"
65.38,598.38,85.01,7,"Kab. Muna2005","tidak baik"
65.6,600.5,87.4,7.17,"Kab. Muna2006","tidak baik"
65.69,600.79,87.59,7.17,"Kab. Muna2007","tidak baik"
65.79,606.14,87.59,7.3,"Kab. Muna2008","tidak baik"
65.88,611.3,87.83,7.35,"Kab. Muna2009","tidak baik"
65.97,614.94,87.97,7.43,"Kab. Muna2010","tidak baik"
66.07,620.46,87.99,7.45,"Kab. Muna2011","tidak baik"
66.16,623.14,88.37,7.53,"Kab. Muna2012","tidak baik"
65.8,579.8,93.4,7.52,"Kab. Konawe2004","tidak baik"
65.95,587.89,93.95,7.6,"Kab. Konawe2005","tidak baik"
66.2,588.35,93.95,7.64,"Kab. Konawe2006","tidak baik"
66.47,595.6,93.95,7.96,"Kab. Konawe2007","tidak baik"
66.74,601.4,94.6,7.98,"Kab. Konawe2008","tidak baik"
67.01,606.24,94.61,8.01,"Kab. Konawe2009","tidak baik"
67.28,607.72,94.61,8.34,"Kab. Konawe2010","tidak baik"
67.55,612.01,94.66,8.55,"Kab. Konawe2011","baik"
67.82,616.76,94.68,8.56,"Kab. Konawe2012","baik"
65.4,613.84,92.73,7.5,"Kab. Kolaka2004","tidak baik"
65.6,617.8,93.14,7.65,"Kab. Kolaka2005","tidak baik"
66.1,623.93,93.14,7.7,"Kab. Kolaka2006","tidak baik"
66.36,624.53,93.14,7.7,"Kab. Kolaka2007","tidak baik"
66.61,626.63,93.14,7.7,"Kab. Kolaka2008","baik"
66.87,629.26,93.16,7.71,"Kab. Kolaka2009","baik"
67.13,630.68,93.25,7.9,"Kab. Kolaka2010","baik"
67.38,635.29,93.27,8.08,"Kab. Kolaka2011","baik"
67.64,640.22,93.3,8.09,"Kab. Kolaka2012","baik"
66.1,588.35,94.11,7.52,"Kab. Konawe Selatan2004","tidak baik"
66.9,591.1,94.1,7.6,"Kab. Konawe Selatan2005","tidak baik"
67,597.91,94.1,7.6,"Kab. Konawe Selatan2006","tidak baik"
67.16,598.98,94.1,7.6,"Kab. Konawe Selatan2007","tidak baik"
67.31,604.15,94.1,7.6,"Kab. Konawe Selatan2008","tidak baik"
67.47,607.83,94.11,7.62,"Kab. Konawe Selatan2009","tidak baik"
67.63,608.83,94.12,7.63,"Kab. Konawe Selatan2010","tidak baik"
67.78,612.53,94.13,7.65,"Kab. Konawe Selatan2011","tidak baik"
67.94,616.97,94.13,7.66,"Kab. Konawe Selatan2012","baik"
66.55,582.3,84.65,5.75,"Kab. Bombana2004","tidak baik"
66.7,585.02,85.3,5.9,"Kab. Bombana2005","tidak baik"
66.9,585.83,85.3,5.94,"Kab. Bombana2006","tidak baik"
67.1,592.57,87.55,6.2,"Kab. Bombana2007","tidak baik"
67.3,598,88.2,6.23,"Kab. Bombana2008","tidak baik"
67.51,599.84,88.49,6.59,"Kab. Bombana2009","tidak baik"
67.71,601.24,89.28,6.82,"Kab. Bombana2010","tidak baik"
67.91,605.24,89.31,7.12,"Kab. Bombana2011","tidak baik"
68.12,610.12,89.53,7.28,"Kab. Bombana2012","tidak baik"
66.05,569.1,83.75,5.73,"Kab. Wakatobi2004","tidak baik"
66.95,576.38,84.4,5.8,"Kab. Wakatobi2005","tidak baik"
67.6,579.03,85.45,6.25,"Kab. Wakatobi2006","tidak baik"
67.69,584.38,88.78,6.5,"Kab. Wakatobi2007","tidak baik"
67.83,589.39,88.8,6.52,"Kab. Wakatobi2008","tidak baik"
67.95,593.12,89.13,6.85,"Kab. Wakatobi2009","tidak baik"
68.07,596.29,89.86,6.89,"Kab. Wakatobi2010","tidak baik"
68.18,598.19,90.37,7.59,"Kab. Wakatobi2011","tidak baik"
68.3,602.46,91.35,7.76,"Kab. Wakatobi2012","tidak baik"
65.2,598.9,91.9,7.4,"Kab. Kolaka Utara2004","tidak baik"
65.4,604.03,92.3,7.4,"Kab. Kolaka Utara2005","tidak baik"
65,608.06,92.3,7.4,"Kab. Kolaka Utara2006","tidak baik"
65.14,608.2,93.02,7.4,"Kab. Kolaka Utara2007","tidak baik"
65.27,611.61,93.02,7.4,"Kab. Kolaka Utara2008","tidak baik"
65.41,617.2,93.04,7.51,"Kab. Kolaka Utara2009","tidak baik"
65.55,621.28,93.07,7.55,"Kab. Kolaka Utara2010","tidak baik"
65.69,623.79,93.58,7.57,"Kab. Kolaka Utara2011","tidak baik"
65.83,628.93,93.61,7.65,"Kab. Kolaka Utara2012","tidak baik"
67,600.8,85.3,6,"Kab. Buton Utara2006","tidak baik"
66.19,592.57,93.8,7,"Kab. Buton Utara2007","tidak baik"
66.47,598.33,93.8,7,"Kab. Buton Utara2008","tidak baik"
67.96,602.44,86.59,7.87,"Kab. Buton Utara2009","tidak baik"
68.28,603.44,87.02,8.02,"Kab. Buton Utara2010","tidak baik"
68.6,607.64,88.25,8.03,"Kab. Buton Utara2011","tidak baik"
68.92,610.76,88.34,8.05,"Kab. Buton Utara2012","tidak baik"
65.9,587.7,93.8,7,"Kab. Konawe Utara2006","tidak baik"
67.33,600.8,86.45,7.59,"Kab. Konawe Utara2007","tidak baik"
67.64,601.82,86.5,7.59,"Kab. Konawe Utara2008","tidak baik"
66.76,602.7,93.8,7.05,"Kab. Konawe Utara2009","tidak baik"
67.05,605.7,93.81,7.08,"Kab. Konawe Utara2010","tidak baik"
67.34,608.82,93.82,7.7,"Kab. Konawe Utara2011","tidak baik"
67.63,611.91,93.84,7.97,"Kab. Konawe Utara2012","tidak baik"
68.2,614.71,97.29,10.55,"Kota Kendari2004","baik"
68.41,617.58,97.3,10.5,"Kota Kendari2005","baik"
68.8,621.63,97.3,10.64,"Kota Kendari2006","baik"
68.88,621.7,98.37,11.01,"Kota Kendari2007","baik"
68.95,628.14,98.37,11.01,"Kota Kendari2008","baik"
69.02,629.31,98.38,11.13,"Kota Kendari2009","baik"
69.09,631.54,98.6,11.25,"Kota Kendari2010","baik"
69.17,635.17,98.63,11.37,"Kota Kendari2011","baik"
69.24,639.95,98.68,11.39,"Kota Kendari2012","baik"
68.3,589.12,93.36,8.61,"Kota Baubau2004","tidak baik"
69.03,591.88,93.8,8.8,"Kota Baubau2005","tidak baik"
69.2,593.06,95.01,9.36,"Kota Baubau2006","baik"
69.5,601.75,95.16,9.55,"Kota Baubau2007","baik"
69.79,607.11,95.16,9.55,"Kota Baubau2008","baik"
70.09,612.11,95.3,9.75,"Kota Baubau2009","baik"
70.39,616.11,95.58,9.84,"Kota Baubau2010","baik"
70.69,621.67,95.6,9.87,"Kota Baubau2011","baik"
70.99,625.46,95.65,9.89,"Kota Baubau2012","baik"
66.6,565.18,94.85,5.91,"Kab. Boalemo2004","tidak baik"
66.85,581.53,95.2,6,"Kab. Boalemo2005","tidak baik"
67,587.38,95.2,6,"Kab. Boalemo2006","tidak baik"
67.32,595.4,95.2,6,"Kab. Boalemo2007","tidak baik"
67.52,600.56,95.2,6,"Kab. Boalemo2008","tidak baik"
67.78,601.37,95.26,6.07,"Kab. Boalemo2009","tidak baik"
68.04,602.17,95.69,6.56,"Kab. Boalemo2010","tidak baik"
68.3,606.2,95.72,6.57,"Kab. Boalemo2011","tidak baik"
68.57,608.4,95.77,6.57,"Kab. Boalemo2012","tidak baik"
66.2,589.28,93.29,6.35,"Kab. Gorontalo2004","tidak baik"
66.73,595.65,93.4,6.41,"Kab. Gorontalo2005","tidak baik"
66.8,597.69,94.39,6.4,"Kab. Gorontalo2006","tidak baik"
67.1,601.94,94.49,6.4,"Kab. Gorontalo2007","tidak baik"
67.71,611.98,94.55,6.47,"Kab. Gorontalo2008","tidak baik"
68.17,613.56,94.57,6.77,"Kab. Gorontalo2009","tidak baik"
68.63,615.15,94.93,6.86,"Kab. Gorontalo2010","baik"
69.09,618.65,94.96,6.89,"Kab. Gorontalo2011","baik"
69.55,621.59,95,6.89,"Kab. Gorontalo2012","baik"
66.35,564.95,94.4,5.85,"Kab. Pohuwato2004","tidak baik"
66.6,586.08,94.5,6,"Kab. Pohuwato2005","tidak baik"
66.8,595.73,97.03,6.05,"Kab. Pohuwato2006","tidak baik"
67.07,611.78,97.03,6.05,"Kab. Pohuwato2007","tidak baik"
67.23,612.15,97.03,6.05,"Kab. Pohuwato2008","tidak baik"
67.44,613.58,97.04,6.42,"Kab. Pohuwato2009","tidak baik"
67.66,616.01,97.05,6.46,"Kab. Pohuwato2010","tidak baik"
67.88,619.97,97.07,6.67,"Kab. Pohuwato2011","baik"
68.09,623.2,97.08,6.72,"Kab. Pohuwato2012","baik"
66.05,581.65,92.65,6.15,"Kab. Bone Bolango2004","tidak baik"
66.85,603.41,92.8,6.3,"Kab. Bone Bolango2005","tidak baik"
67.2,604.24,96.71,6.56,"Kab. Bone Bolango2006","tidak baik"
67.6,609.31,97.1,7.45,"Kab. Bone Bolango2007","tidak baik"
67.88,614.2,97.1,7.45,"Kab. Bone Bolango2008","baik"
68.22,617.53,97.15,7.77,"Kab. Bone Bolango2009","baik"
68.56,620.89,97.41,7.78,"Kab. Bone Bolango2010","baik"
68.9,624.35,97.44,7.85,"Kab. Bone Bolango2011","baik"
69.25,627.37,97.47,7.85,"Kab. Bone Bolango2012","baik"
65.4,597,93.7,6.2,"Kab. Gorontalo Utara2006","tidak baik"
65.66,612.83,93.7,6.2,"Kab. Gorontalo Utara2007","tidak baik"
66.11,618.14,93.7,6.2,"Kab. Gorontalo Utara2008","tidak baik"
66.47,618.54,93.77,6.24,"Kab. Gorontalo Utara2009","tidak baik"
66.65,619.92,93.84,6.47,"Kab. Gorontalo Utara2010","tidak baik"
67.01,622.75,94.38,6.5,"Kab. Gorontalo Utara2011","tidak baik"
67.37,626.08,94.89,6.5,"Kab. Gorontalo Utara2012","tidak baik"
64.9,596.15,98.93,9.21,"Kota Gorontalo2004","tidak baik"
65.01,609.55,99.05,9.34,"Kota Gorontalo2005","baik"
65.9,615.55,99.05,9.28,"Kota Gorontalo2006","baik"
66.14,615.6,99.41,9.46,"Kota Gorontalo2007","baik"
66.26,620.96,99.41,9.46,"Kota Gorontalo2008","baik"
66.44,623.35,99.42,9.5,"Kota Gorontalo2009","baik"
66.8,625.75,99.43,9.85,"Kota Gorontalo2010","baik"
66.98,629.71,99.45,10.09,"Kota Gorontalo2011","baik"
67.16,633,99.47,10.28,"Kota Gorontalo2012","baik"
63.4,613.94,88.69,6.93,"Kab. Majene2004","tidak baik"
63.8,624.18,89.23,7.01,"Kab. Majene2005","tidak baik"
64.1,627.29,93.79,7.34,"Kab. Majene2006","tidak baik"
64.43,628.9,93.79,7.64,"Kab. Majene2007","tidak baik"
64.74,634.3,94.7,8.14,"Kab. Majene2008","baik"
65.06,638.64,94.71,8.18,"Kab. Majene2009","baik"
65.38,640.82,94.72,8.4,"Kab. Majene2010","baik"
65.7,644.81,94.75,8.44,"Kab. Majene2011","baik"
66.02,649.06,94.77,8.5,"Kab. Majene2012","baik"
63.4,604.04,80.79,5.36,"Kab. Polewali Mandar2004","tidak baik"
63.52,615.37,81.27,5.6,"Kab. Polewali Mandar2005","tidak baik"
63.9,618.52,81.27,5.79,"Kab. Polewali Mandar2006","tidak baik"
64.18,619.3,82.59,6.31,"Kab. Polewali Mandar2007","tidak baik"
64.44,624.77,83.5,6.81,"Kab. Polewali Mandar2008","tidak baik"
64.71,630.16,83.81,6.9,"Kab. Polewali Mandar2009","tidak baik"
64.99,631.64,85.92,6.95,"Kab. Polewali Mandar2010","tidak baik"
65.26,635.99,85.94,6.96,"Kab. Polewali Mandar2011","tidak baik"
65.53,640.07,86,7.07,"Kab. Polewali Mandar2012","tidak baik"
70.5,603.94,80.57,5.72,"Kab. Mamasa2004","tidak baik"
70.52,618.03,81.1,5.8,"Kab. Mamasa2005","tidak baik"
70.7,621.19,83.18,6.38,"Kab. Mamasa2006","tidak baik"
70.78,623.6,84.1,6.38,"Kab. Mamasa2007","tidak baik"
70.94,629.19,84.62,6.38,"Kab. Mamasa2008","tidak baik"
71.07,630.27,85.12,6.55,"Kab. Mamasa2009","baik"
71.19,630.95,86.12,6.95,"Kab. Mamasa2010","baik"
71.31,634.34,87.61,7.15,"Kab. Mamasa2011","baik"
71.44,637.46,88.07,7.19,"Kab. Mamasa2012","baik"
67.1,601.34,82.52,5.7,"Kab. Mamuju2004","tidak baik"
67.4,609.27,82.67,5.76,"Kab. Mamuju2005","tidak baik"
67.5,610.48,88.77,6.32,"Kab. Mamuju2006","tidak baik"
67.76,612.3,88.77,6.32,"Kab. Mamuju2007","tidak baik"
68,618.34,88.77,6.72,"Kab. Mamuju2008","tidak baik"
68.26,620.08,89.08,6.79,"Kab. Mamuju2009","tidak baik"
68.51,621.51,89.18,7,"Kab. Mamuju2010","tidak baik"
68.76,625.54,89.23,7.01,"Kab. Mamuju2011","tidak baik"
69.02,629.76,89.97,7.47,"Kab. Mamuju2012","baik"
67,587.85,82.05,5.6,"Kab. Mamuju Utara2004","tidak baik"
67.05,601.57,82.3,5.7,"Kab. Mamuju Utara2005","tidak baik"
67.4,604.65,93.17,6.45,"Kab. Mamuju Utara2006","tidak baik"
67.44,608.9,95.33,6.62,"Kab. Mamuju Utara2007","tidak baik"
67.47,614.25,95.33,6.62,"Kab. Mamuju Utara2008","tidak baik"
67.51,616.07,95.56,6.71,"Kab. Mamuju Utara2009","tidak baik"
67.55,616.92,95.57,7.19,"Kab. Mamuju Utara2010","tidak baik"
67.59,621.7,95.59,7.22,"Kab. Mamuju Utara2011","baik"
67.62,625.91,95.6,7.26,"Kab. Mamuju Utara2012","baik"
62.2,574.26,98.52,7.85,"Kab. Maluku Tenggara Barat2004","tidak baik"
62.95,577.57,98.6,7.8,"Kab. Maluku Tenggara Barat2005","tidak baik"
63.7,580.65,98.87,8.11,"Kab. Maluku Tenggara Barat2006","tidak baik"
63.73,583.87,99.34,8.51,"Kab. Maluku Tenggara Barat2007","tidak baik"
63.99,587.68,99.34,8.51,"Kab. Maluku Tenggara Barat2008","tidak baik"
64.13,593.1,99.35,8.54,"Kab. Maluku Tenggara Barat2009","tidak baik"
64.28,596.95,99.63,8.93,"Kab. Maluku Tenggara Barat2010","tidak baik"
64.42,600.82,99.64,8.96,"Kab. Maluku Tenggara Barat2011","tidak baik"
64.56,603.71,99.75,8.98,"Kab. Maluku Tenggara Barat2012","tidak baik"
66.8,591.64,99.44,7.48,"Kab. Maluku Tenggara2004","tidak baik"
66.88,595.05,99.54,7.59,"Kab. Maluku Tenggara2005","tidak baik"
67.2,598.23,99.52,8.74,"Kab. Maluku Tenggara2006","baik"
67.4,605.25,99.52,8.74,"Kab. Maluku Tenggara2007","baik"
67.59,609.27,99.52,8.74,"Kab. Maluku Tenggara2008","baik"
67.79,616.49,99.54,8.75,"Kab. Maluku Tenggara2009","baik"
67.99,619.17,99.54,8.75,"Kab. Maluku Tenggara2010","baik"
68.19,622.65,99.58,8.77,"Kab. Maluku Tenggara2011","baik"
68.39,625.36,99.58,8.91,"Kab. Maluku Tenggara2012","baik"
64.5,587.99,97.91,8.05,"Kab. Maluku Tengah2004","tidak baik"
64.6,591.38,98.62,8.1,"Kab. Maluku Tengah2005","tidak baik"
65.2,594.53,98.62,8.1,"Kab. Maluku Tengah2006","tidak baik"
65.33,603.21,98.62,8.1,"Kab. Maluku Tengah2007","tidak baik"
65.48,607.51,99.08,8.18,"Kab. Maluku Tengah2008","tidak baik"
65.62,613.97,99.09,8.34,"Kab. Maluku Tengah2009","baik"
65.75,615.09,99.09,8.85,"Kab. Maluku Tengah2010","baik"
65.89,618.96,99.1,8.86,"Kab. Maluku Tengah2011","baik"
66.03,621.68,99.11,8.88,"Kab. Maluku Tengah2012","baik"
65.87,585.2,92.8,7.17,"Kab. Buru2004","tidak baik"
66.08,588.57,92.8,7.2,"Kab. Buru2005","tidak baik"
66.3,591.71,92.8,7.2,"Kab. Buru2006","tidak baik"
66.75,598.04,92.8,7.2,"Kab. Buru2007","tidak baik"
67.17,602.01,92.8,7.2,"Kab. Buru2008","tidak baik"
67.61,607.35,92.82,7.21,"Kab. Buru2009","tidak baik"
68.05,610.63,92.84,7.43,"Kab. Buru2010","tidak baik"
68.49,612.41,92.85,7.44,"Kab. Buru2011","tidak baik"
68.94,614.76,92.85,7.92,"Kab. Buru2012","baik"
66.75,584,98.7,7.35,"Kab. Kepulauan Aru2004","tidak baik"
66.83,587.37,98.8,7.5,"Kab. Kepulauan Aru2005","tidak baik"
66.9,590.5,98.8,7.5,"Kab. Kepulauan Aru2006","tidak baik"
67.11,593.78,98.8,7.5,"Kab. Kepulauan Aru2007","tidak baik"
67.31,598.06,98.8,7.5,"Kab. Kepulauan Aru2008","tidak baik"
67.52,603.23,99,7.52,"Kab. Kepulauan Aru2009","tidak baik"
67.73,603.24,99.05,7.56,"Kab. Kepulauan Aru2010","baik"
67.94,604.6,99.06,7.59,"Kab. Kepulauan Aru2011","baik"
68.15,606.51,99.07,8.02,"Kab. Kepulauan Aru2012","baik"
64.35,577.85,97.65,7.85,"Kab. Seram Bagian Barat2004","tidak baik"
65.2,581.18,98,8,"Kab. Seram Bagian Barat2005","tidak baik"
66.1,584.28,98,8,"Kab. Seram Bagian Barat2006","tidak baik"
66.21,587.53,98,8.2,"Kab. Seram Bagian Barat2007","tidak baik"
66.33,591.82,98,8.2,"Kab. Seram Bagian Barat2008","tidak baik"
66.45,597.04,98.22,8.23,"Kab. Seram Bagian Barat2009","tidak baik"
66.56,601.01,98.28,8.29,"Kab. Seram Bagian Barat2010","tidak baik"
66.68,604.56,98.29,8.41,"Kab. Seram Bagian Barat2011","baik"
66.79,606.55,98.3,8.57,"Kab. Seram Bagian Barat2012","baik"
64.05,557.55,97.15,7.35,"Kab. Seram Bagian Timur2004","tidak baik"
64.6,560.76,97.7,7.6,"Kab. Seram Bagian Timur2005","tidak baik"
65,563.76,97.93,7.6,"Kab. Seram Bagian Timur2006","tidak baik"
65.21,573.52,97.93,7.6,"Kab. Seram Bagian Timur2007","tidak baik"
65.43,583.45,97.93,7.6,"Kab. Seram Bagian Timur2008","tidak baik"
65.64,588.83,98.14,7.62,"Kab. Seram Bagian Timur2009","tidak baik"
65.86,590.83,98.14,7.83,"Kab. Seram Bagian Timur2010","tidak baik"
66.07,594.63,98.16,7.86,"Kab. Seram Bagian Timur2011","tidak baik"
66.28,597.25,98.17,7.93,"Kab. Seram Bagian Timur2012","tidak baik"
63.72,577.29,98.11,7.98,"Kab. Maluku Barat Daya2008","tidak baik"
63.93,579.24,98.12,7.99,"Kab. Maluku Barat Daya2009","tidak baik"
64.14,582.17,98.13,8.01,"Kab. Maluku Barat Daya2010","tidak baik"
64.35,585.23,98.25,8.02,"Kab. Maluku Barat Daya2011","tidak baik"
64.56,588.22,98.25,8.09,"Kab. Maluku Barat Daya2012","tidak baik"
