"ahh","pdb","amh","rata.sekolah","kode","grup"
64.72,587.45,95,7.6,"Kota Lubuklinggau2005","tidak baik"
65.1,595.32,98.03,7.8,"Kota Lubuklinggau2006","tidak baik"
65.24,599.5,98.03,8.98,"Kota Lubuklinggau2007","tidak baik"
65.39,604.26,98.03,8.98,"Kota Lubuklinggau2008","tidak baik"
65.54,607.46,98.33,9.11,"Kota Lubuklinggau2009","baik"
65.69,609.78,98.4,9.24,"Kota Lubuklinggau2010","baik"
65.84,614.34,98.5,9.36,"Kota Lubuklinggau2011","baik"
65.99,617.82,98.51,9.37,"Kota Lubuklinggau2012","baik"
66.5,611.76,94.02,7.45,"Kab. Bengkulu Selatan2004","tidak baik"
66.63,621.81,94.7,7.59,"Kab. Bengkulu Selatan2005","tidak baik"
66.8,622.03,94.7,7.6,"Kab. Bengkulu Selatan2006","baik"
67,622.64,94.7,7.87,"Kab. Bengkulu Selatan2007","baik"
67.1,627.52,95.4,7.87,"Kab. Bengkulu Selatan2008","baik"
67.25,631.35,95.43,8.08,"Kab. Bengkulu Selatan2009","baik"
67.41,632.79,96.47,8.52,"Kab. Bengkulu Selatan2010","baik"
67.59,636.57,96.51,8.6,"Kab. Bengkulu Selatan2011","baik"
67.77,639.61,96.54,8.67,"Kab. Bengkulu Selatan2012","baik"
64.4,606.92,94.46,7.19,"Kab. Rejang Lebong2004","tidak baik"
65.15,608.02,94.8,7.34,"Kab. Rejang Lebong2005","tidak baik"
65.8,611.71,94.8,7.6,"Kab. Rejang Lebong2006","tidak baik"
66.22,616.5,94.8,7.6,"Kab. Rejang Lebong2007","tidak baik"
66.52,621.12,94.8,7.6,"Kab. Rejang Lebong2008","tidak baik"
66.89,623.32,94.83,7.87,"Kab. Rejang Lebong2009","baik"
67.25,626.66,95.58,7.87,"Kab. Rejang Lebong2010","baik"
67.62,630.72,95.65,7.97,"Kab. Rejang Lebong2011","baik"
67.98,634.2,95.74,8.01,"Kab. Rejang Lebong2012","baik"
67.8,614.13,91.15,6.98,"Kab. Bengkulu Utara2004","tidak baik"
68.7,618.12,91.6,7.1,"Kab. Bengkulu Utara2005","tidak baik"
68.8,618.56,91.6,7.1,"Kab. Bengkulu Utara2006","tidak baik"
69.03,620.78,91.6,7.1,"Kab. Bengkulu Utara2007","baik"
69.17,626.76,91.02,7.18,"Kab. Bengkulu Utara2008","baik"
69.35,626.94,91.1,7.47,"Kab. Bengkulu Utara2009","baik"
69.54,628.5,92.42,7.47,"Kab. Bengkulu Utara2010","baik"
69.75,632.59,92.9,7.67,"Kab. Bengkulu Utara2011","baik"
69.97,634.75,93.54,7.84,"Kab. Bengkulu Utara2012","baik"
65.35,595.6,93.75,7.4,"Kab. Kaur2004","tidak baik"
65.7,597.14,94.3,7.5,"Kab. Kaur2005","tidak baik"
66,597.39,94.3,7.5,"Kab. Kaur2006","tidak baik"
66.36,600.18,94.3,7.5,"Kab. Kaur2007","tidak baik"
66.61,604.6,95,7.5,"Kab. Kaur2008","tidak baik"
66.92,609.29,95.03,7.56,"Kab. Kaur2009","tidak baik"
67.23,610.84,96.06,7.91,"Kab. Kaur2010","tidak baik"
67.54,613.14,96.36,7.94,"Kab. Kaur2011","baik"
67.85,615.69,97.08,8.17,"Kab. Kaur2012","baik"
63.05,563.05,93.25,7.3,"Kab. Seluma2004","tidak baik"
63.93,564.53,93.8,7.3,"Kab. Seluma2005","tidak baik"
64.7,576.31,93.8,7.3,"Kab. Seluma2006","tidak baik"
65,583.07,93.8,7.3,"Kab. Seluma2007","tidak baik"
65.2,587.45,93.8,7.3,"Kab. Seluma2008","tidak baik"
65.45,589.81,93.81,7.37,"Kab. Seluma2009","tidak baik"
65.7,592.17,93.9,7.41,"Kab. Seluma2010","tidak baik"
65.98,595.4,93.96,7.43,"Kab. Seluma2011","tidak baik"
66.25,598.07,94.09,7.46,"Kab. Seluma2012","tidak baik"
66.85,597.55,90.15,6.75,"Kab. Mukomuko2004","tidak baik"
66.89,607.32,90.8,7,"Kab. Mukomuko2005","tidak baik"
67.2,609.06,93.37,7,"Kab. Mukomuko2006","tidak baik"
67.4,615.67,93.43,7,"Kab. Mukomuko2007","tidak baik"
67.5,620.42,93.43,7,"Kab. Mukomuko2008","tidak baik"
67.65,622.56,93.45,7.32,"Kab. Mukomuko2009","baik"
67.81,624.59,94.06,7.41,"Kab. Mukomuko2010","baik"
67.99,627.72,94.08,7.69,"Kab. Mukomuko2011","baik"
68.17,631.29,94.1,7.74,"Kab. Mukomuko2012","baik"
63.5,597.75,93.75,7,"Kab. Lebong2004","tidak baik"
64.34,598.9,94.3,7.1,"Kab. Lebong2005","tidak baik"
65.1,606.47,94.49,7.2,"Kab. Lebong2006","tidak baik"
65.55,610.88,94.49,7.47,"Kab. Lebong2007","tidak baik"
65.87,615.56,95.19,7.47,"Kab. Lebong2008","tidak baik"
66.26,616.86,95.2,7.78,"Kab. Lebong2009","tidak baik"
66.65,618.78,95.41,7.79,"Kab. Lebong2010","baik"
67.04,622.36,95.54,7.92,"Kab. Lebong2011","baik"
67.43,625.28,95.56,7.93,"Kab. Lebong2012","baik"
61.7,579.45,92.25,6.6,"Kab. Kepahiang2004","tidak baik"
62.52,583.21,92.8,6.9,"Kab. Kepahiang2005","tidak baik"
63,592.17,95.12,7,"Kab. Kepahiang2006","tidak baik"
63.37,600.78,95.35,7.16,"Kab. Kepahiang2007","tidak baik"
63.63,605.81,95.84,7.16,"Kab. Kepahiang2008","tidak baik"
63.95,608.38,95.88,7.44,"Kab. Kepahiang2009","tidak baik"
64.26,610.59,95.89,7.63,"Kab. Kepahiang2010","tidak baik"
64.57,614.02,95.91,7.78,"Kab. Kepahiang2011","tidak baik"
64.88,617.4,96.41,8.1,"Kab. Kepahiang2012","tidak baik"
70.02,587.55,91.8,6.64,"Kab. Bengkulu Tengah2008","tidak baik"
70.07,588.95,91.81,6.88,"Kab. Bengkulu Tengah2009","tidak baik"
70.12,591.13,91.86,7.06,"Kab. Bengkulu Tengah2010","tidak baik"
70.19,595.19,91.89,7.25,"Kab. Bengkulu Tengah2011","tidak baik"
70.27,598.86,91.91,7.26,"Kab. Bengkulu Tengah2012","tidak baik"
69.6,636.2,98.99,10.6,"Kota Bengkulu2004","baik"
69.7,638.93,99.06,10.73,"Kota Bengkulu2005","baik"
69.9,639.58,99.06,10.7,"Kota Bengkulu2006","baik"
70.09,640.43,99.06,10.73,"Kota Bengkulu2007","baik"
70.19,644.89,99.06,10.73,"Kota Bengkulu2008","baik"
70.34,645.86,99.07,10.91,"Kota Bengkulu2009","baik"
70.49,647.59,99.25,10.99,"Kota Bengkulu2010","baik"
70.66,650.68,99.28,11.03,"Kota Bengkulu2011","baik"
70.84,653.78,99.32,11.26,"Kota Bengkulu2012","baik"
65.2,585.62,94.03,6.94,"Kab. Lampung Barat2004","tidak baik"
65.21,588.06,94.1,7,"Kab. Lampung Barat2005","tidak baik"
65.9,590.35,95.08,7,"Kab. Lampung Barat2006","tidak baik"
66.26,596.65,95.75,7.17,"Kab. Lampung Barat2007","tidak baik"
66.52,600.87,95.75,7.17,"Kab. Lampung Barat2008","tidak baik"
66.83,602.32,96.67,7.35,"Kab. Lampung Barat2009","tidak baik"
67.14,603.43,97.28,7.42,"Kab. Lampung Barat2010","tidak baik"
67.45,606.45,97.33,7.46,"Kab. Lampung Barat2011","tidak baik"
67.77,609.69,97.36,7.47,"Kab. Lampung Barat2012","baik"
67.1,604.67,91.21,6.53,"Kab. Tanggamus2004","tidak baik"
67.66,605.02,91.2,6.5,"Kab. Tanggamus2005","tidak baik"
67.7,610.62,94.27,6.8,"Kab. Tanggamus2006","tidak baik"
68.16,613.6,94.27,6.96,"Kab. Tanggamus2007","tidak baik"
68.51,618.53,94.27,6.96,"Kab. Tanggamus2008","baik"
68.92,619.97,94.68,7.26,"Kab. Tanggamus2009","baik"
69.33,620.19,95.32,7.36,"Kab. Tanggamus2010","baik"
69.74,623.22,95.47,7.4,"Kab. Tanggamus2011","baik"
70.15,626.37,95.48,7.43,"Kab. Tanggamus2012","baik"
66.6,592.59,93.04,6.52,"Kab. Lampung Selatan2004","tidak baik"
67.37,593.17,93.42,6.67,"Kab. Lampung Selatan2005","tidak baik"
67.5,598.19,93.42,6.8,"Kab. Lampung Selatan2006","tidak baik"
67.78,604.43,93.42,6.8,"Kab. Lampung Selatan2007","tidak baik"
67.97,608.72,93.42,6.75,"Kab. Lampung Selatan2008","tidak baik"
68.2,610.02,94.37,7.13,"Kab. Lampung Selatan2009","tidak baik"
68.44,611.32,94.85,7.41,"Kab. Lampung Selatan2010","baik"
68.74,614.29,94.91,7.49,"Kab. Lampung Selatan2011","baik"
69.05,617.36,94.94,7.5,"Kab. Lampung Selatan2012","baik"
69.3,595.26,90.93,6.26,"Kab. Lampung Timur2004","tidak baik"
69.37,595.91,91.3,6.4,"Kab. Lampung Timur2005","tidak baik"
69.4,597.91,92.4,6.9,"Kab. Lampung Timur2006","tidak baik"
69.65,603.81,92.4,6.9,"Kab. Lampung Timur2007","tidak baik"
69.81,608.47,92.4,6.9,"Kab. Lampung Timur2008","tidak baik"
70.02,610.33,93.32,6.98,"Kab. Lampung Timur2009","baik"
70.22,612.19,93.32,7.35,"Kab. Lampung Timur2010","baik"
70.48,614.06,93.63,7.58,"Kab. Lampung Timur2011","baik"
70.74,616.69,93.74,7.6,"Kab. Lampung Timur2012","baik"
67.8,606.02,91.16,7,"Kab. Lampung Tengah2004","tidak baik"
68.53,606.33,91.67,7.18,"Kab. Lampung Tengah2005","tidak baik"
68.6,608.71,91.67,7.2,"Kab. Lampung Tengah2006","tidak baik"
68.81,611.24,91.67,7.2,"Kab. Lampung Tengah2007","tidak baik"
68.92,615.84,92.17,7.2,"Kab. Lampung Tengah2008","tidak baik"
69.09,617.71,93.08,7.22,"Kab. Lampung Tengah2009","baik"
69.25,619.59,93.08,7.39,"Kab. Lampung Tengah2010","baik"
69.48,623.05,93.74,7.41,"Kab. Lampung Tengah2011","baik"
69.72,626.14,93.74,7.6,"Kab. Lampung Tengah2012","baik"
66.7,593.61,94.85,7.21,"Kab. Lampung Utara2004","tidak baik"
66.9,594.59,95.23,7.44,"Kab. Lampung Utara2005","tidak baik"
67.1,598.59,95.23,7.5,"Kab. Lampung Utara2006","tidak baik"
67.36,602.99,95.23,7.5,"Kab. Lampung Utara2007","tidak baik"
67.52,607.48,95.23,7.5,"Kab. Lampung Utara2008","tidak baik"
67.73,610.87,95.25,7.59,"Kab. Lampung Utara2009","tidak baik"
67.94,612.28,95.25,7.96,"Kab. Lampung Utara2010","baik"
68.21,614.7,95.32,8.1,"Kab. Lampung Utara2011","baik"
68.49,617.67,95.71,8.1,"Kab. Lampung Utara2012","baik"
67.8,584.3,94.06,6.28,"Kab. Way Kanan2004","tidak baik"
68.54,587.09,94.1,6.5,"Kab. Way Kanan2005","tidak baik"
68.7,594.62,94.1,6.5,"Kab. Way Kanan2006","tidak baik"
68.93,597.94,94.1,6.5,"Kab. Way Kanan2007","tidak baik"
69.07,602.25,94.6,6.5,"Kab. Way Kanan2008","tidak baik"
69.26,602.62,94.61,6.96,"Kab. Way Kanan2009","tidak baik"
69.45,604.38,94.61,7.27,"Kab. Way Kanan2010","tidak baik"
69.7,607.79,94.89,7.32,"Kab. Way Kanan2011","baik"
69.96,611.1,94.91,7.33,"Kab. Way Kanan2012","baik"
66.4,601.74,93.24,6.56,"Kab. Tulangbawang2004","tidak baik"
67.26,602.55,93.2,6.6,"Kab. Tulangbawang2005","tidak baik"
67.8,604.37,93.2,6.6,"Kab. Tulangbawang2006","tidak baik"
68.11,607.72,93.2,6.6,"Kab. Tulangbawang2007","tidak baik"
68.33,612.77,93.2,6.6,"Kab. Tulangbawang2008","tidak baik"
68.59,616.02,93.29,6.69,"Kab. Tulangbawang2009","tidak baik"
68.86,617.89,93.8,7.1,"Kab. Tulangbawang2010","baik"
69.13,620.96,94.52,7.2,"Kab. Tulangbawang2011","baik"
69.41,621.81,95.79,7.39,"Kab. Tulangbawang2012","baik"
68.2,605.69,93.2,6.87,"Kab. Pesawaran2008","tidak baik"
68.3,606.76,93.77,7.46,"Kab. Pesawaran2009","tidak baik"
68.4,608.64,94.41,7.46,"Kab. Pesawaran2010","tidak baik"
68.56,610.53,95.58,7.51,"Kab. Pesawaran2011","baik"
68.71,613.62,96.76,7.53,"Kab. Pesawaran2012","baik"
68.44,623.84,94.19,8.58,"Kab. Pringsewu2009","baik"
68.51,626.32,94.19,8.58,"Kab. Pringsewu2010","baik"
68.64,628.8,94.72,8.6,"Kab. Pringsewu2011","baik"
68.77,632.2,95.09,8.62,"Kab. Pringsewu2012","baik"
68.39,594.84,91.74,6.04,"Kab. Mesuji2009","tidak baik"
68.39,596.24,92.36,6.3,"Kab. Mesuji2010","tidak baik"
68.45,598.74,93.3,6.37,"Kab. Mesuji2011","tidak baik"
68.5,602.26,93.3,6.39,"Kab. Mesuji2012","tidak baik"
68.66,599.97,91.2,7.45,"Kab. Tulangbawang Barat2009","tidak baik"
68.66,602.17,92.48,7.45,"Kab. Tulangbawang Barat2010","tidak baik"
68.72,604.38,93.03,7.47,"Kab. Tulangbawang Barat2011","tidak baik"
68.78,607.88,93.88,7.49,"Kab. Tulangbawang Barat2012","tidak baik"
68.6,620.65,97.37,9.44,"Kota Bandar Lampung2004","baik"
69.3,620.76,97.86,9.55,"Kota Bandar Lampung2005","baik"
69.4,622.71,97.86,9.6,"Kota Bandar Lampung2006","baik"
69.82,623.75,97.86,9.89,"Kota Bandar Lampung2007","baik"
70.13,628.95,97.86,9.89,"Kota Bandar Lampung2008","baik"
70.5,630.76,98.44,9.91,"Kota Bandar Lampung2009","baik"
70.87,632.6,98.44,9.91,"Kota Bandar Lampung2010","baik"
71.24,634.96,98.47,10.18,"Kota Bandar Lampung2011","baik"
71.61,638.04,98.5,10.3,"Kota Bandar Lampung2012","baik"
71.8,618.12,96.38,9.38,"Kota Metro2004","baik"
71.85,620.72,96.4,9.4,"Kota Metro2005","baik"
71.9,622.96,97.26,9.8,"Kota Metro2006","baik"
72.11,623.06,97.26,9.8,"Kota Metro2007","baik"
72.22,627.53,97.26,9.8,"Kota Metro2008","baik"
72.38,629.39,97.36,9.82,"Kota Metro2009","baik"
72.54,631.26,97.49,9.82,"Kota Metro2010","baik"
72.76,633.37,98.38,10.12,"Kota Metro2011","baik"
72.98,636.08,98.4,10.15,"Kota Metro2012","baik"
66.7,632.68,92.17,5.89,"Kab. Bangka2004","tidak baik"
66.74,632.79,92.75,6,"Kab. Bangka2005","tidak baik"
66.8,635.06,96.13,6.8,"Kab. Bangka2006","baik"
66.99,635.1,96.13,7.24,"Kab. Bangka2007","baik"
67.22,639.55,96.14,7.41,"Kab. Bangka2008","baik"
67.43,641.08,96.15,7.46,"Kab. Bangka2009","baik"
67.64,642.34,96.31,7.64,"Kab. Bangka2010","baik"
67.85,645.87,96.65,8,"Kab. Bangka2011","baik"
68.06,648.92,96.71,8.1,"Kab. Bangka2012","baik"
68.2,620.02,95.07,6.81,"Kab. Belitung2004","baik"
68.81,620.82,95.45,6.88,"Kab. Belitung2005","baik"
68.8,623.05,96.16,7.4,"Kab. Belitung2006","baik"
68.97,627.6,96.25,7.78,"Kab. Belitung2007","baik"
68.99,632.25,96.39,7.78,"Kab. Belitung2008","baik"
69.08,636.88,96.42,7.79,"Kab. Belitung2009","baik"
69.17,640.31,96.51,7.81,"Kab. Belitung2010","baik"
69.26,644.52,96.57,7.84,"Kab. Belitung2011","baik"
69.36,648.27,96.57,7.85,"Kab. Belitung2012","baik"
66.5,610.55,91,5.9,"Kab. Bangka Barat2004","tidak baik"
67.1,611.34,91.6,6.1,"Kab. Bangka Barat2005","tidak baik"
67.3,613.54,91.6,6.2,"Kab. Bangka Barat2006","tidak baik"
67.53,619.9,92.12,6.67,"Kab. Bangka Barat2007","tidak baik"
67.54,624.21,92.59,6.67,"Kab. Bangka Barat2008","tidak baik"
67.66,625.64,92.85,6.72,"Kab. Bangka Barat2009","tidak baik"
67.78,627.09,92.86,6.87,"Kab. Bangka Barat2010","baik"
67.9,629.5,93.59,6.95,"Kab. Bangka Barat2011","baik"
68.02,632.42,93.85,7.02,"Kab. Bangka Barat2012","baik"
66.6,610.65,91.1,6,"Kab. Bangka Tengah2004","tidak baik"
67.19,611.44,91.7,6,"Kab. Bangka Tengah2005","tidak baik"
67.4,617.04,94.74,6.5,"Kab. Bangka Tengah2006","tidak baik"
67.64,624.8,95.71,6.73,"Kab. Bangka Tengah2007","baik"
67.66,628.71,95.79,6.73,"Kab. Bangka Tengah2008","baik"
67.79,630.49,95.8,6.75,"Kab. Bangka Tengah2009","baik"
67.92,632.28,95.9,6.86,"Kab. Bangka Tengah2010","baik"
68.05,635.69,95.95,6.96,"Kab. Bangka Tengah2011","baik"
68.19,638.52,96.79,7.17,"Kab. Bangka Tengah2012","baik"
66.1,566.25,88.6,5.8,"Kab. Bangka Selatan2004","tidak baik"
66.19,566.98,89.2,5.9,"Kab. Bangka Selatan2005","tidak baik"
66.9,568.75,92.54,5.9,"Kab. Bangka Selatan2006","tidak baik"
67.22,586.2,92.54,5.9,"Kab. Bangka Selatan2007","tidak baik"
67.31,590.09,92.55,5.92,"Kab. Bangka Selatan2008","tidak baik"
67.51,591.87,92.7,5.97,"Kab. Bangka Selatan2009","tidak baik"
67.72,593.57,93.62,5.99,"Kab. Bangka Selatan2010","tidak baik"
67.92,596.94,93.66,6.01,"Kab. Bangka Selatan2011","tidak baik"
68.13,599.84,93.68,6.04,"Kab. Bangka Selatan2012","tidak baik"
67.5,602.1,94.75,6.85,"Kab. Belitung Timur2004","tidak baik"
67.6,602.88,95.4,7,"Kab. Belitung Timur2005","tidak baik"
67.9,606.11,96.46,7.1,"Kab. Belitung Timur2006","tidak baik"
67.99,616.3,96.46,7.45,"Kab. Belitung Timur2007","baik"
68.36,620.89,96.62,7.45,"Kab. Belitung Timur2008","baik"
68.6,624.98,96.63,7.47,"Kab. Belitung Timur2009","baik"
68.83,627.09,96.69,7.48,"Kab. Belitung Timur2010","baik"
69.06,629.39,96.71,7.72,"Kab. Belitung Timur2011","baik"
69.28,633.09,96.74,7.74,"Kab. Belitung Timur2012","baik"
69.7,629.03,97.16,8.8,"Kota Pangkal Pinang2004","baik"
69.8,629.14,97.68,8.92,"Kota Pangkal Pinang2005","baik"
70,631.41,97.68,8.9,"Kota Pangkal Pinang2006","baik"
70.18,634.6,97.68,8.9,"Kota Pangkal Pinang2007","baik"
70.22,639.1,98.15,9.07,"Kota Pangkal Pinang2008","baik"
70.32,640.71,98.18,9.14,"Kota Pangkal Pinang2009","baik"
70.43,642.1,98.18,9.5,"Kota Pangkal Pinang2010","baik"
70.54,645.5,98.2,10.03,"Kota Pangkal Pinang2011","baik"
70.65,648.52,98.22,10.05,"Kota Pangkal Pinang2012","baik"
69.2,614.12,94.96,7.83,"Kab. Karimun2004","baik"
69.51,620.8,95,7.8,"Kab. Karimun2005","baik"
69.7,623.33,95,7.8,"Kab. Karimun2006","baik"
69.76,628,95,7.8,"Kab. Karimun2007","baik"
69.81,632.9,95,7.8,"Kab. Karimun2008","baik"
69.86,636.34,95.19,7.81,"Kab. Karimun2009","baik"
69.91,637.79,95.82,8.09,"Kab. Karimun2010","baik"
69.93,640.24,96.36,8.14,"Kab. Karimun2011","baik"
69.94,644.56,96.83,8.16,"Kab. Karimun2012","baik"
69,613.88,92.26,7.05,"Kab. Bintan2004","tidak baik"
69.29,623,92.91,7.28,"Kab. Bintan2005","baik"
69.5,626.22,92.91,7.7,"Kab. Bintan2006","baik"
69.57,637,94.4,7.95,"Kab. Bintan2007","baik"
69.61,641.6,94.4,7.95,"Kab. Bintan2008","baik"
69.66,644.59,94.5,8,"Kab. Bintan2009","baik"
69.71,646.57,95.09,8.63,"Kab. Bintan2010","baik"
69.76,650,96.14,8.91,"Kab. Bintan2011","baik"
69.8,653.63,96.92,8.95,"Kab. Bintan2012","baik"
67,596.25,95.33,6.67,"Kab. Natuna2004","tidak baik"
67.5,602.04,95.3,6.7,"Kab. Natuna2005","tidak baik"
67.9,604.09,95.75,6.9,"Kab. Natuna2006","tidak baik"
67.96,608,95.75,6.9,"Kab. Natuna2007","tidak baik"
68.1,612.75,95.75,6.9,"Kab. Natuna2008","tidak baik"
68.21,615.21,95.92,6.93,"Kab. Natuna2009","baik"
68.31,616.41,96.47,7.17,"Kab. Natuna2010","baik"
68.37,620.14,96.63,7.64,"Kab. Natuna2011","baik"
68.43,624.33,96.82,7.78,"Kab. Natuna2012","baik"
68.9,605,90.3,7,"Kab. Lingga2004","tidak baik"
69.19,611.63,90.9,7.1,"Kab. Lingga2005","tidak baik"
69.6,613.71,90.9,7.2,"Kab. Lingga2006","tidak baik"
69.7,618.1,90.9,7.2,"Kab. Lingga2007","baik"
69.88,623.18,90.9,7.2,"Kab. Lingga2008","baik"
70.02,625.42,91.11,7.22,"Kab. Lingga2009","baik"
70.16,626.64,91.64,7.23,"Kab. Lingga2010","baik"
70.26,629.65,91.79,7.24,"Kab. Lingga2011","baik"
70.37,633.85,91.79,7.27,"Kab. Lingga2012","baik"
67.07,622.75,89.72,5.25,"Kab. Kepulauan Anambas2008","tidak baik"
67.23,626.35,90,5.35,"Kab. Kepulauan Anambas2009","tidak baik"
67.4,627.54,90,5.98,"Kab. Kepulauan Anambas2010","tidak baik"
67.53,629.07,91.87,6.38,"Kab. Kepulauan Anambas2011","tidak baik"
67.66,633.29,91.87,6.67,"Kab. Kepulauan Anambas2012","baik"
70.1,634.2,98.4,10.4,"Kota Batam2004","baik"
70.47,638.26,98.84,10.65,"Kota Batam2005","baik"
70.6,638.49,98.84,10.7,"Kota Batam2006","baik"
70.62,640.2,98.84,10.7,"Kota Batam2007","baik"
70.7,645.52,98.84,10.7,"Kota Batam2008","baik"
70.76,648.13,98.85,10.71,"Kota Batam2009","baik"
70.81,650.6,98.94,10.77,"Kota Batam2010","baik"
70.86,653.07,98.97,10.78,"Kota Batam2011","baik"
70.91,656.71,99.29,10.84,"Kota Batam2012","baik"
68.8,614.68,96.68,9.13,"Kota Tanjung Pinang2004","baik"
69.09,616.53,97.3,9.2,"Kota Tanjung Pinang2005","baik"
69.4,616.76,97.3,9.2,"Kota Tanjung Pinang2006","baik"
69.4,624.2,97.3,9.2,"Kota Tanjung Pinang2007","baik"
69.51,629.5,97.3,9.2,"Kota Tanjung Pinang2008","baik"
69.56,633.65,97.31,9.24,"Kota Tanjung Pinang2009","baik"
69.62,635.26,97.31,9.42,"Kota Tanjung Pinang2010","baik"
69.67,636.87,98.7,9.68,"Kota Tanjung Pinang2011","baik"
69.72,641.1,98.7,10.18,"Kota Tanjung Pinang2012","baik"
69.3,569.17,96.44,6.84,"Kab. Kepulauan Seribu2004","tidak baik"
69.7,570.43,96.6,6.9,"Kab. Kepulauan Seribu2005","tidak baik"
70.1,578.77,97.25,7.8,"Kab. Kepulauan Seribu2006","tidak baik"
70.26,583.69,97.25,7.8,"Kab. Kepulauan Seribu2007","tidak baik"
70.32,588.04,97.25,7.8,"Kab. Kepulauan Seribu2008","baik"
70.44,590.25,97.47,7.92,"Kab. Kepulauan Seribu2009","baik"
70.55,590.55,98.36,7.96,"Kab. Kepulauan Seribu2010","baik"
70.66,591.84,98.38,8.19,"Kab. Kepulauan Seribu2011","baik"
70.77,594.69,98.4,8.2,"Kab. Kepulauan Seribu2012","baik"
72.1,639.52,97.86,10.8,"Kab. Kodya Jakarta Selatan2004","baik"
72.4,640.51,97.99,11,"Kab. Kodya Jakarta Selatan2005","baik"
72.8,641.13,98.56,11,"Kab. Kodya Jakarta Selatan2006","baik"
73.03,641.94,98.94,11,"Kab. Kodya Jakarta Selatan2007","baik"
73.15,647.03,98.94,11,"Kab. Kodya Jakarta Selatan2008","baik"
73.33,648.03,99.12,11.06,"Kab. Kodya Jakarta Selatan2009","baik"
73.51,649,99.23,11.08,"Kab. Kodya Jakarta Selatan2010","baik"
73.69,651.7,99.37,11.09,"Kab. Kodya Jakarta Selatan2011","baik"
73.87,654.73,99.39,11.1,"Kab. Kodya Jakarta Selatan2012","baik"
72.5,616.48,98.8,10.9,"Kab. Kodya Jakarta Timur2004","baik"
72.54,629.73,98.97,10.96,"Kab. Kodya Jakarta Timur2005","baik"
72.6,630.38,98.97,11,"Kab. Kodya Jakarta Timur2006","baik"
72.84,637.48,98.97,11,"Kab. Kodya Jakarta Timur2007","baik"
72.97,642.29,98.97,11,"Kab. Kodya Jakarta Timur2008","baik"
73.16,643.12,98.98,11.04,"Kab. Kodya Jakarta Timur2009","baik"
73.35,644.29,99.07,11.04,"Kab. Kodya Jakarta Timur2010","baik"
73.53,646.87,99.11,11.1,"Kab. Kodya Jakarta Timur2011","baik"
73.7,650.42,99.55,11.13,"Kab. Kodya Jakarta Timur2012","baik"
71,615.42,98.7,10.4,"Kab. Kodya Jakarta Pusat2004","baik"
71.3,630.42,98.78,10.6,"Kab. Kodya Jakarta Pusat2005","baik"
71.8,631.07,98.78,10.6,"Kab. Kodya Jakarta Pusat2006","baik"
71.97,639.09,99.28,10.6,"Kab. Kodya Jakarta Pusat2007","baik"
72.05,644.22,99.28,10.6,"Kab. Kodya Jakarta Pusat2008","baik"
72.18,645.2,99.36,10.68,"Kab. Kodya Jakarta Pusat2009","baik"
72.3,646.43,99.52,10.74,"Kab. Kodya Jakarta Pusat2010","baik"
72.43,648.69,99.53,10.77,"Kab. Kodya Jakarta Pusat2011","baik"
72.55,652.47,99.55,10.87,"Kab. Kodya Jakarta Pusat2012","baik"
72.6,613.56,98.02,10.7,"Kab. Kodya Jakarta Barat2004","baik"
72.64,631.42,98.17,10.7,"Kab. Kodya Jakarta Barat2005","baik"
72.8,633.86,98.17,10.7,"Kab. Kodya Jakarta Barat2006","baik"
73.02,638.4,98.47,10.7,"Kab. Kodya Jakarta Barat2007","baik"
73.13,643.36,98.47,10.7,"Kab. Kodya Jakarta Barat2008","baik"
73.29,644.09,98.84,10.73,"Kab. Kodya Jakarta Barat2009","baik"
73.46,645.26,98.96,10.74,"Kab. Kodya Jakarta Barat2010","baik"
73.63,647.14,98.98,10.75,"Kab. Kodya Jakarta Barat2011","baik"
73.79,650.23,99,10.75,"Kab. Kodya Jakarta Barat2012","baik"
72.2,617.6,98.25,9.67,"Kab. Kodya Jakarta Utara2004","baik"
72.2,624.56,98.39,9.9,"Kab. Kodya Jakarta Utara2005","baik"
72.3,627.72,98.39,9.9,"Kab. Kodya Jakarta Utara2006","baik"
72.48,632.85,98.39,9.9,"Kab. Kodya Jakarta Utara2007","baik"
72.56,637.69,98.39,9.9,"Kab. Kodya Jakarta Utara2008","baik"
72.69,639.34,98.86,9.96,"Kab. Kodya Jakarta Utara2009","baik"
72.82,640.38,99.17,10.02,"Kab. Kodya Jakarta Utara2010","baik"
72.95,642.91,99.18,10.07,"Kab. Kodya Jakarta Utara2011","baik"
73.08,645.99,99.2,10.08,"Kab. Kodya Jakarta Utara2012","baik"
66.4,617.22,93,6.5,"Kab. Bogor2004","tidak baik"
66.85,620.75,93.59,6.8,"Kab. Bogor2005","tidak baik"
67.2,621.61,93.59,7.2,"Kab. Bogor2006","tidak baik"
67.63,623.09,93.59,7.2,"Kab. Bogor2007","baik"
68.03,627.74,93.59,7.2,"Kab. Bogor2008","baik"
68.44,628.34,94.29,7.54,"Kab. Bogor2009","baik"
68.86,629.62,95.02,7.98,"Kab. Bogor2010","baik"
69.28,631.63,95.09,7.99,"Kab. Bogor2011","baik"
69.7,634.52,95.27,8,"Kab. Bogor2012","baik"
65.6,613,95.95,6.13,"Kab. Sukabumi2004","tidak baik"
65.7,619.82,96.59,6.22,"Kab. Sukabumi2005","tidak baik"
